SYMBOL,COMPANY_NAME,EXCHANGE,YF_TICKER
SHRI JAGDAMBA POLYMERS LTD.,SHRJAGP,BSE_KAGGLE,SHRI JAGDAMBA POLYMERS LTD..BO
LLOYDS METALS AND ENERGY LTD.,LLOYDSME,BSE_KAGGLE,LLOYDS METALS AND ENERGY LTD..BO
PUNCTUAL TRADING LTD.,PUNCTRD,BSE_KAGGLE,PUNCTUAL TRADING LTD..BO
SHREE GLOBAL TRADEFIN LTD.,SHRGLTR,BSE_KAGGLE,SHREE GLOBAL TRADEFIN LTD..BO
BETEX INDIA LTD.,BETXIND,BSE_KAGGLE,BETEX INDIA LTD..BO
Virya Resources Ltd,VIRYA,BSE_KAGGLE,Virya Resources Ltd.BO
POLYTEX INDIA LTD.,POLYTEX,BSE_KAGGLE,POLYTEX INDIA LTD..BO
DHANLAXMI COTEX LTD.,DHANCOT,BSE_KAGGLE,DHANLAXMI COTEX LTD..BO
OASIS SECURITIES LTD.,OASISEC,BSE_KAGGLE,OASIS SECURITIES LTD..BO
GARNET INTERNATIONAL LTD.,GARNETINT,BSE_KAGGLE,GARNET INTERNATIONAL LTD..BO
SHALIMAR PRODUCTIONS LTD.,SHALPRO,BSE_KAGGLE,SHALIMAR PRODUCTIONS LTD..BO
VARUN MERCANTILE LTD.,VARUNME,BSE_KAGGLE,VARUN MERCANTILE LTD..BO
DONEAR INDUSTRIES LTD.-$,DONEAR,BSE_KAGGLE,DONEAR INDUSTRIES LTD.-$.BO
SUPER SALES INDIA LTD.-$,SUPER,BSE_KAGGLE,SUPER SALES INDIA LTD.-$.BO
SEQUENT SCIENTIFIC LTD.,SEQUENT,BSE_KAGGLE,SEQUENT SCIENTIFIC LTD..BO
STATE TRADING CORPORATION OF INDIA LTD.,STCINDIA,BSE_KAGGLE,STATE TRADING CORPORATION OF INDIA LTD..BO
ZENITH EXPORTS LTD.,ZENITHEXPO,BSE_KAGGLE,ZENITH EXPORTS LTD..BO
KOHINOOR FOODS LTD.,KOHINOOR,BSE_KAGGLE,KOHINOOR FOODS LTD..BO
R.T.EXPORTS LTD.-$,RTEXPO,BSE_KAGGLE,R.T.EXPORTS LTD.-$.BO
AVANTI FEEDS LTD.-$,AVANTI,BSE_KAGGLE,AVANTI FEEDS LTD.-$.BO
ZODIAC-JRD-MKJ LTD.,ZODJRDMKJ,BSE_KAGGLE,ZODIAC-JRD-MKJ LTD..BO
SITA ENTERPRISES LTD.,SITAENT,BSE_KAGGLE,SITA ENTERPRISES LTD..BO
PULSAR INTERNATIONAL LTD.,PULSRIN,BSE_KAGGLE,PULSAR INTERNATIONAL LTD..BO
Keynote Financial Services Ltd,KEYFINSER,BSE_KAGGLE,Keynote Financial Services Ltd.BO
ADANI ENTERPRISES LTD.,ADANIENT,BSE_KAGGLE,ADANI ENTERPRISES LTD..BO
HARIA EXPORTS LTD.-$,HARIAEXPO,BSE_KAGGLE,HARIA EXPORTS LTD.-$.BO
BHANDARI HOSIERY EXPORTS LTD.,BHANDHOS,BSE_KAGGLE,BHANDARI HOSIERY EXPORTS LTD..BO
RLF LTD.,RLF,BSE_KAGGLE,RLF LTD..BO
Regent Enterprises Ltd,REGENTRP,BSE_KAGGLE,Regent Enterprises Ltd.BO
ORBIT EXPORTS LTD.,ORBTEXP,BSE_KAGGLE,ORBIT EXPORTS LTD..BO
SAVERA INDUSTRIES LTD.,SAVERA,BSE_KAGGLE,SAVERA INDUSTRIES LTD..BO
VBC FERRO ALLOYS LTD.-$,VBCFERROQ,BSE_KAGGLE,VBC FERRO ALLOYS LTD.-$.BO
Tata Steel Long Products Ltd,TATASTLLP,BSE_KAGGLE,Tata Steel Long Products Ltd.BO
Nava Ltd,NAVA,BSE_KAGGLE,Nava Ltd.BO
HINDUSTHAN UDYOG LTD.,ZHINUDYP,BSE_KAGGLE,HINDUSTHAN UDYOG LTD..BO
Remi Edelstahl Tubulars Limited,REMIEDEL,BSE_KAGGLE,Remi Edelstahl Tubulars Limited.BO
G.S.AUTO INTERNATIONAL LTD.,GSAUTO,BSE_KAGGLE,G.S.AUTO INTERNATIONAL LTD..BO
TRANS-FREIGHT CONTAINERS LTD.,TRANSFRE,BSE_KAGGLE,TRANS-FREIGHT CONTAINERS LTD..BO
SHIVALIK BIMETAL CONTROLS LTD.,SHBCLQ,BSE_KAGGLE,SHIVALIK BIMETAL CONTROLS LTD..BO
GANDHI SPECIAL TUBES LTD.-$,GANDHITUBE,BSE_KAGGLE,GANDHI SPECIAL TUBES LTD.-$.BO
AMFORGE INDUSTRIES LTD.,AMFORG,BSE_KAGGLE,AMFORGE INDUSTRIES LTD..BO
ABC GAS (INTERNATIONAL) LTD.,ABCGAS,BSE_KAGGLE,ABC GAS (INTERNATIONAL) LTD..BO
ORICON ENTERPRISES LTD.-$,ORICON,BSE_KAGGLE,ORICON ENTERPRISES LTD.-$.BO
ACROW INDIA LTD.,ACROW,BSE_KAGGLE,ACROW INDIA LTD..BO
STEEL STRIPS INFRASTRUCTURES LTD.,STLSTRINF,BSE_KAGGLE,STEEL STRIPS INFRASTRUCTURES LTD..BO
PENNAR INDUSTRIES LTD.-$,PENIND,BSE_KAGGLE,PENNAR INDUSTRIES LTD.-$.BO
JYOTI STRUCTURES LTD.,JYOTISTRUC,BSE_KAGGLE,JYOTI STRUCTURES LTD..BO
JAY USHIN LTD.,JAYUSH,BSE_KAGGLE,JAY USHIN LTD..BO
STEEL STRIPS WHEELS LTD.-$,SSWL,BSE_KAGGLE,STEEL STRIPS WHEELS LTD.-$.BO
MAN INDUSTRIES (INDIA) LTD.-$,MANINDS,BSE_KAGGLE,MAN INDUSTRIES (INDIA) LTD.-$.BO
Imec Services Ltd,IMEC,BSE_KAGGLE,Imec Services Ltd.BO
MODERN STEELS LTD.-$,MDRNSTL,BSE_KAGGLE,MODERN STEELS LTD.-$.BO
SYNTHIKO FOILS LTD.,SYNTHFO,BSE_KAGGLE,SYNTHIKO FOILS LTD..BO
Golkonda Aluminium Extrusions Ltd-$,GOLKONDA,BSE_KAGGLE,Golkonda Aluminium Extrusions Ltd-$.BO
Metalyst Forgings Limited,METALFORGE,BSE_KAGGLE,Metalyst Forgings Limited.BO
GUJARAT TOOLROOM LTD.,GUJTLRM,BSE_KAGGLE,GUJARAT TOOLROOM LTD..BO
AJMERA REALTY & INFRA INDIA LTD.,AJMERA,BSE_KAGGLE,AJMERA REALTY & INFRA INDIA LTD..BO
COCHIN MINERALS & RUTILE LTD.-$,COCHINM,BSE_KAGGLE,COCHIN MINERALS & RUTILE LTD.-$.BO
INDIA STEEL WORKS LTD.,ISWL,BSE_KAGGLE,INDIA STEEL WORKS LTD..BO
Krishanveer Forge Ltd,KVFORGE,BSE_KAGGLE,Krishanveer Forge Ltd.BO
CARBORUNDUM UNIVERSAL LTD.,CARBORUNIV,BSE_KAGGLE,CARBORUNDUM UNIVERSAL LTD..BO
MMTC LTD.,MMTC,BSE_KAGGLE,MMTC LTD..BO
VALLABH STEELS LTD.-$,VALLABHSQ,BSE_KAGGLE,VALLABH STEELS LTD.-$.BO
ASHIANA ISPAT LTD.,ASHIS,BSE_KAGGLE,ASHIANA ISPAT LTD..BO
P.M.TELELINNKS LTD.,PMTELELIN,BSE_KAGGLE,P.M.TELELINNKS LTD..BO
Smiths & Founders (India) Limited,SMFIL,BSE_KAGGLE,Smiths & Founders (India) Limited.BO
BLOOM INDUSTRIES LTD.,BLOIN,BSE_KAGGLE,BLOOM INDUSTRIES LTD..BO
Maitri Enterprises Ltd,MAITRI,BSE_KAGGLE,Maitri Enterprises Ltd.BO
TATA METALIKS LTD.,TATAMETALI,BSE_KAGGLE,TATA METALIKS LTD..BO
SHAH ALLOYS LTD.,SHAHALLOYS,BSE_KAGGLE,SHAH ALLOYS LTD..BO
JSW Ispat Special Products Ltd,JSWISPL,BSE_KAGGLE,JSW Ispat Special Products Ltd.BO
ELANGO INDUSTRIES LTD.,ELANGO,BSE_KAGGLE,ELANGO INDUSTRIES LTD..BO
KANISHK STEEL INDUSTRIES LTD.,KANSHST,BSE_KAGGLE,KANISHK STEEL INDUSTRIES LTD..BO
MAHALAXMI SEAMLESS LTD.-$,MAHALXSE,BSE_KAGGLE,MAHALAXMI SEAMLESS LTD.-$.BO
SIMPLEX CASTINGS LTD.,SIMPLEXCAS,BSE_KAGGLE,SIMPLEX CASTINGS LTD..BO
SHREE STEEL WIRE ROPES LTD.,SSWRL,BSE_KAGGLE,SHREE STEEL WIRE ROPES LTD..BO
SOUTHERN MAGNESIUM & CHEMICALS LTD.,SOUTHMG,BSE_KAGGLE,SOUTHERN MAGNESIUM & CHEMICALS LTD..BO
BARODA EXTRUSION LTD.,BAROEXT,BSE_KAGGLE,BARODA EXTRUSION LTD..BO
GUJARAT CONTAINERS LTD.,GUJCONT,BSE_KAGGLE,GUJARAT CONTAINERS LTD..BO
KALYANI FORGE LTD.,KALYANIFRG,BSE_KAGGLE,KALYANI FORGE LTD..BO
PANCHMAHAL STEEL LTD.,PANCHMAHQ,BSE_KAGGLE,PANCHMAHAL STEEL LTD..BO
ADITYA ISPAT LTD.,ADITYA,BSE_KAGGLE,ADITYA ISPAT LTD..BO
S.R.INDUSTRIES LTD.,SRIND,BSE_KAGGLE,S.R.INDUSTRIES LTD..BO
STEELCAST LTD.,STEELCAS,BSE_KAGGLE,STEELCAST LTD..BO
Pitti Engineering Ltd-$,PITTIENG,BSE_KAGGLE,Pitti Engineering Ltd-$.BO
GLITTEK GRANITES LTD.,GLITTEKG,BSE_KAGGLE,GLITTEK GRANITES LTD..BO
PRADEEP METALS LTD.,PRADPME,BSE_KAGGLE,PRADEEP METALS LTD..BO
Gujarat Natural Resources Limited,GNRL,BSE_KAGGLE,Gujarat Natural Resources Limited.BO
TAMILNADU STEEL TUBES LTD.,TNSTLTU,BSE_KAGGLE,TAMILNADU STEEL TUBES LTD..BO
SHARDA ISPAT LTD.,SHRDAIS,BSE_KAGGLE,SHARDA ISPAT LTD..BO
MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL,BSE_KAGGLE,MAHAMAYA STEEL INDUSTRIES LTD..BO
Sterling Powergensys Limited,STERPOW,BSE_KAGGLE,Sterling Powergensys Limited.BO
FOUNDRY FUEL PRODUCTS LTD.,FFPL,BSE_KAGGLE,FOUNDRY FUEL PRODUCTS LTD..BO
HINDUSTAN COPPER LTD.,HINDCOPPER,BSE_KAGGLE,HINDUSTAN COPPER LTD..BO
TULSYAN NEC LTD.-$,TULSYAN,BSE_KAGGLE,TULSYAN NEC LTD.-$.BO
AXEL POLYMERS LTD.,AXELPOLY,BSE_KAGGLE,AXEL POLYMERS LTD..BO
NLC India Ltd,NLCINDIA,BSE_KAGGLE,NLC India Ltd.BO
SPECTRA INDUSTRIES LTD.,SPECTRA,BSE_KAGGLE,SPECTRA INDUSTRIES LTD..BO
KIC METALIKS LTD.,KAJARIR,BSE_KAGGLE,KIC METALIKS LTD..BO
SOLID STONE COMPANY LTD.,SOLIDSTON,BSE_KAGGLE,SOLID STONE COMPANY LTD..BO
SHILP GRAVURES LTD.-$,SHILGRAVQ,BSE_KAGGLE,SHILP GRAVURES LTD.-$.BO
White Organic Agro Ltd,WHITEORG,BSE_KAGGLE,White Organic Agro Ltd.BO
MFS INTERCORP LTD.,MFSINTRCRP,BSE_KAGGLE,MFS INTERCORP LTD..BO
ARO GRANITE INDUSTRIES LTD.-$,AROGRANITE,BSE_KAGGLE,ARO GRANITE INDUSTRIES LTD.-$.BO
HIMACHAL FIBRES LTD.,HIMFIBP,BSE_KAGGLE,HIMACHAL FIBRES LTD..BO
RAJKAMAL SYNTHETICS LTD.,RAJKSYN,BSE_KAGGLE,RAJKAMAL SYNTHETICS LTD..BO
DEEPAK SPINNERS LTD.-$,DEEPAKSP,BSE_KAGGLE,DEEPAK SPINNERS LTD.-$.BO
JBF INDUSTRIES LTD.,JBFIND,BSE_KAGGLE,JBF INDUSTRIES LTD..BO
LOYAL TEXTILE MILLS LTD.-$,LOYALTEX,BSE_KAGGLE,LOYAL TEXTILE MILLS LTD.-$.BO
HIMATSINGKA SEIDE LTD.,HIMATSEIDE,BSE_KAGGLE,HIMATSINGKA SEIDE LTD..BO
BSL LTD.,BSL,BSE_KAGGLE,BSL LTD..BO
Evergreen Textiles Limited,EVERTEX,BSE_KAGGLE,Evergreen Textiles Limited.BO
PBM POLYTEX LTD.-$,PBMPOLY,BSE_KAGGLE,PBM POLYTEX LTD.-$.BO
ADINATH TEXTILES LTD.,ADINATH,BSE_KAGGLE,ADINATH TEXTILES LTD..BO
KONARK SYNTHETIC LTD.,KONARKSY,BSE_KAGGLE,KONARK SYNTHETIC LTD..BO
SURYALATA SPINNING MILLS LTD.-$,SURYALA,BSE_KAGGLE,SURYALATA SPINNING MILLS LTD.-$.BO
SURYAVANSHI SPINNING MILLS LTD.-$,SURYVANSP,BSE_KAGGLE,SURYAVANSHI SPINNING MILLS LTD.-$.BO
T T LTD.-$,TTL,BSE_KAGGLE,T T LTD.-$.BO
WELSPUN INDIA LTD.,WELSPUNIND,BSE_KAGGLE,WELSPUN INDIA LTD..BO
INDIAN ACRYLICS LTD.,INDIANACRY,BSE_KAGGLE,INDIAN ACRYLICS LTD..BO
GANESHA ECOSPHERE LTD.,GANECOS,BSE_KAGGLE,GANESHA ECOSPHERE LTD..BO
CEETA INDUSTRIES LTD.,CEETAIN,BSE_KAGGLE,CEETA INDUSTRIES LTD..BO
VARDHMAN POLYTEX LTD.,VARDMNPOLY,BSE_KAGGLE,VARDHMAN POLYTEX LTD..BO
RISHAB SPECIAL YARNS LTD.,RISHYRN,BSE_KAGGLE,RISHAB SPECIAL YARNS LTD..BO
BLACK ROSE INDUSTRIES LTD.,BLACKROSE,BSE_KAGGLE,BLACK ROSE INDUSTRIES LTD..BO
S&T CORPORATION LTD.,STCORP,BSE_KAGGLE,S&T CORPORATION LTD..BO
SUMEET INDUSTRIES LTD.-$,SUMEETINDS,BSE_KAGGLE,SUMEET INDUSTRIES LTD.-$.BO
BINNY LTD.,BINNY,BSE_KAGGLE,BINNY LTD..BO
RAMGOPAL POLYTEX LTD.,RAMGOPOLY,BSE_KAGGLE,RAMGOPAL POLYTEX LTD..BO
SANGAM (INDIA) LTD.,SANGAMIND,BSE_KAGGLE,SANGAM (INDIA) LTD..BO
TTL Enterprises Ltd,TTLEL,BSE_KAGGLE,TTL Enterprises Ltd.BO
Mkventures Capital Ltd,MKVENTURES,BSE_KAGGLE,Mkventures Capital Ltd.BO
Kush Industries Ltd,KUSHIND,BSE_KAGGLE,Kush Industries Ltd.BO
SREECHEM RESINS LTD.,SRECR,BSE_KAGGLE,SREECHEM RESINS LTD..BO
SURBHI INDUSTRIES LTD.,SURBHIN,BSE_KAGGLE,SURBHI INDUSTRIES LTD..BO
SEASONS TEXTILES LTD.-$,SEASONST,BSE_KAGGLE,SEASONS TEXTILES LTD.-$.BO
ZENITH FIBRES LTD.-$,ZENIFIB,BSE_KAGGLE,ZENITH FIBRES LTD.-$.BO
BHILWARA SPINNERS LTD.,BHILSPIN,BSE_KAGGLE,BHILWARA SPINNERS LTD..BO
AARVEE DENIMS & EXPORTS LTD.,AARVEEDEN,BSE_KAGGLE,AARVEE DENIMS & EXPORTS LTD..BO
SANRHEA TECHNICAL TEXTILES LTD.,SANTETX,BSE_KAGGLE,SANRHEA TECHNICAL TEXTILES LTD..BO
ASHIMA LTD.,ASHIMASYN,BSE_KAGGLE,ASHIMA LTD..BO
PIONEER EMBROIDERIES LTD.-$,PIONEEREMB,BSE_KAGGLE,PIONEER EMBROIDERIES LTD.-$.BO
VIPPY SPINPRO LTD.,VIPPYSP,BSE_KAGGLE,VIPPY SPINPRO LTD..BO
JAIHIND SYNTHETICS LTD.,JAIHINDS,BSE_KAGGLE,JAIHIND SYNTHETICS LTD..BO
RAGHUVIR SYNTHETICS LTD.,RAGHUSYN,BSE_KAGGLE,RAGHUVIR SYNTHETICS LTD..BO
JATTASHANKAR INDUSTIES LTD.,JATTAINDUS,BSE_KAGGLE,JATTASHANKAR INDUSTIES LTD..BO
KAMADGIRI FASHION LTD.-$,KAMADGIRI,BSE_KAGGLE,KAMADGIRI FASHION LTD.-$.BO
PATSPIN INDIA LTD.,PATSPINLTD,BSE_KAGGLE,PATSPIN INDIA LTD..BO
One Global Service Provider Ltd,ONEGLOBAL,BSE_KAGGLE,One Global Service Provider Ltd.BO
NEO INFRACON LTD.,NEOINFRA,BSE_KAGGLE,NEO INFRACON LTD..BO
PREMIER POLYFILM LTD.,PREMIERPOL,BSE_KAGGLE,PREMIER POLYFILM LTD..BO
EVERLON SYNTHETICS LTD.,EVERLON,BSE_KAGGLE,EVERLON SYNTHETICS LTD..BO
K&R Rail Engineering Ltd,KRRAIL,BSE_KAGGLE,K&R Rail Engineering Ltd.BO
YARN SYNDICATE LTD.,YARNSYN,BSE_KAGGLE,YARN SYNDICATE LTD..BO
GUJARAT COTEX LTD.,GUJCOTEX,BSE_KAGGLE,GUJARAT COTEX LTD..BO
GARWARE SYNTHETICS LTD.,GARWSYN,BSE_KAGGLE,GARWARE SYNTHETICS LTD..BO
Mangalam Organics Limited,MANORG,BSE_KAGGLE,Mangalam Organics Limited.BO
HINDUSTAN ADHESIVES LTD.,HINDADH,BSE_KAGGLE,HINDUSTAN ADHESIVES LTD..BO
SRI KPR INDUSTRIES LTD.,SRIKPRIND,BSE_KAGGLE,SRI KPR INDUSTRIES LTD..BO
JYOTI RESINS & ADHESIVES LTD.,JYOTIRES,BSE_KAGGLE,JYOTI RESINS & ADHESIVES LTD..BO
MAHALAXMI RUBTECH LTD.,MHLXMIRU,BSE_KAGGLE,MAHALAXMI RUBTECH LTD..BO
SOUTHERN LATEX LTD.,SOUTLAT,BSE_KAGGLE,SOUTHERN LATEX LTD..BO
WINSOME TEXTILE INDUSTRIES LTD.-$,WINSOMTX,BSE_KAGGLE,WINSOME TEXTILE INDUSTRIES LTD.-$.BO
MODERN INSULATORS LTD.,MODINSU,BSE_KAGGLE,MODERN INSULATORS LTD..BO
REGENCY CERAMICS LTD.,REGENCERAM,BSE_KAGGLE,REGENCY CERAMICS LTD..BO
ASAHI INDIA GLASS LTD.,ASAHIINDIA,BSE_KAGGLE,ASAHI INDIA GLASS LTD..BO
MURUDESHWAR CERAMICS LTD.,MURUDCERA,BSE_KAGGLE,MURUDESHWAR CERAMICS LTD..BO
SAINT-GOBAIN SEKURIT INDIA LTD.,SAINTGOBAIN,BSE_KAGGLE,SAINT-GOBAIN SEKURIT INDIA LTD..BO
Anant Raj Limited-$,ANANTRAJ,BSE_KAGGLE,Anant Raj Limited-$.BO
MADHUSUDAN INDUSTRIES LTD.,MADHUDIN,BSE_KAGGLE,MADHUSUDAN INDUSTRIES LTD..BO
RESTILE CERAMICS LTD.,RESTILE,BSE_KAGGLE,RESTILE CERAMICS LTD..BO
MADHAV MARBLES & GRANITES LTD.,MADHAV,BSE_KAGGLE,MADHAV MARBLES & GRANITES LTD..BO
Ramasigns Industries Ltd,RAMASIGNS,BSE_KAGGLE,Ramasigns Industries Ltd.BO
Haldyn Glass Ltd-$,HALDYNGL,BSE_KAGGLE,Haldyn Glass Ltd-$.BO
Duroply Industries Ltd,DUROPLY,BSE_KAGGLE,Duroply Industries Ltd.BO
SHREYANS INDUSTRIES LTD.-$,SHREYANIND,BSE_KAGGLE,SHREYANS INDUSTRIES LTD.-$.BO
AGIO PAPER & INDUSTRIES LTD.-$,AGIOPAPER,BSE_KAGGLE,AGIO PAPER & INDUSTRIES LTD.-$.BO
STAR PAPER MILLS LTD.,STARPAPER,BSE_KAGGLE,STAR PAPER MILLS LTD..BO
Yash Pakka Ltd-$,YASHPAKKA,BSE_KAGGLE,Yash Pakka Ltd-$.BO
NATIONAL PLYWOOD INDUSTRIES LTD.,NATPLY,BSE_KAGGLE,NATIONAL PLYWOOD INDUSTRIES LTD..BO
Arrow Greentech Ltd,ARROWGREEN,BSE_KAGGLE,Arrow Greentech Ltd.BO
VISHNU CHEMICALS LTD.,VISHNU,BSE_KAGGLE,VISHNU CHEMICALS LTD..BO
JUMBO BAG LTD.,JUMBO,BSE_KAGGLE,JUMBO BAG LTD..BO
N.R.AGARWAL INDUSTRIES LTD.,NRAGRINDQ,BSE_KAGGLE,N.R.AGARWAL INDUSTRIES LTD..BO
3P Land Holdings Ltd,3PLAND,BSE_KAGGLE,3P Land Holdings Ltd.BO
SANGAL PAPERS LTD.,SANPA,BSE_KAGGLE,SANGAL PAPERS LTD..BO
VENTURA TEXTILES LTD.,VENTURA,BSE_KAGGLE,VENTURA TEXTILES LTD..BO
SHREE KARTHIK PAPERS LTD.,SHKARTP,BSE_KAGGLE,SHREE KARTHIK PAPERS LTD..BO
SOUTH INDIA PAPER MILLS LTD.,STHINPA,BSE_KAGGLE,SOUTH INDIA PAPER MILLS LTD..BO
Family Care Hospitals Ltd,FAMILYCARE,BSE_KAGGLE,Family Care Hospitals Ltd.BO
VINDHYA TELELINKS LTD.,VINDHYATEL,BSE_KAGGLE,VINDHYA TELELINKS LTD..BO
RIR Power Electronics Ltd,RIR,BSE_KAGGLE,RIR Power Electronics Ltd.BO
ADOR WELDING LTD.,ADORWELD,BSE_KAGGLE,ADOR WELDING LTD..BO
INTERNATIONAL DATA MANAGEMENT LTD.,IDM,BSE_KAGGLE,INTERNATIONAL DATA MANAGEMENT LTD..BO
SALZER ELECTRONICS LTD.-$,SALZER,BSE_KAGGLE,SALZER ELECTRONICS LTD.-$.BO
JETKING INFOTRAIN LTD.,JETKINGQ,BSE_KAGGLE,JETKING INFOTRAIN LTD..BO
IND-AGIV COMMERCE LTD.,INDAGIV,BSE_KAGGLE,IND-AGIV COMMERCE LTD..BO
APLAB LTD.-$,APLAB,BSE_KAGGLE,APLAB LTD.-$.BO
PCS TECHNOLOGY LTD.,PCS,BSE_KAGGLE,PCS TECHNOLOGY LTD..BO
USHA MARTIN LTD.,USHAMART,BSE_KAGGLE,USHA MARTIN LTD..BO
SPEL SEMICONDUCTOR LTD.,SPELS,BSE_KAGGLE,SPEL SEMICONDUCTOR LTD..BO
SUBROS LTD.,SUBROS,BSE_KAGGLE,SUBROS LTD..BO
Edvenswa Enterprises Ltd,EDVENSWA,BSE_KAGGLE,Edvenswa Enterprises Ltd.BO
Pervasive Commodities Ltd,PERVASIVE,BSE_KAGGLE,Pervasive Commodities Ltd.BO
HONEYWELL AUTOMATION INDIA LTD.,HONAUT,BSE_KAGGLE,HONEYWELL AUTOMATION INDIA LTD..BO
SWITCHING TECHNOLOGIES GUNTHER LTD.,SWITCHTE,BSE_KAGGLE,SWITCHING TECHNOLOGIES GUNTHER LTD..BO
LUMAX INDUSTRIES LTD.,LUMAXIND,BSE_KAGGLE,LUMAX INDUSTRIES LTD..BO
Digispice Technologies Ltd-$,DIGISPICE,BSE_KAGGLE,Digispice Technologies Ltd-$.BO
PAE LTD.,PAEL,BSE_KAGGLE,PAE LTD..BO
CALCOM VISION LTD.,CALCOM,BSE_KAGGLE,CALCOM VISION LTD..BO
DYNAVISION LTD.,DYNAVSN,BSE_KAGGLE,DYNAVISION LTD..BO
BCC FUBA INDIA LTD.,BCCFUBA,BSE_KAGGLE,BCC FUBA INDIA LTD..BO
PRECISION ELECTRONICS LTD.,PRECISIO,BSE_KAGGLE,PRECISION ELECTRONICS LTD..BO
FINE-LINE CIRCUITS LTD.,FINELINE,BSE_KAGGLE,FINE-LINE CIRCUITS LTD..BO
HBL POWER SYSTEMS LTD.-$,HBLPOWER,BSE_KAGGLE,HBL POWER SYSTEMS LTD.-$.BO
S&S POWER SWITCHGEAR LTD.,S&SPOWER,BSE_KAGGLE,S&S POWER SWITCHGEAR LTD..BO
Gujarat Poly Electronics Ltd,GUJARATPOLY,BSE_KAGGLE,Gujarat Poly Electronics Ltd.BO
GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL,BSE_KAGGLE,GUJARAT INDUSTRIES POWER CO.LTD..BO
CMI LTD.,CMI,BSE_KAGGLE,CMI LTD..BO
Samvardhana Motherson International Ltd,MOTHERSON,BSE_KAGGLE,Samvardhana Motherson International Ltd.BO
MINDTECK (INDIA) LTD.,MINDTECK,BSE_KAGGLE,MINDTECK (INDIA) LTD..BO
HAVELLS INDIA LTD.,HAVELLS,BSE_KAGGLE,HAVELLS INDIA LTD..BO
ACI INFOCOM LTD.,ACIIN,BSE_KAGGLE,ACI INFOCOM LTD..BO
SBEC SYSTEMS (INDIA) LTD.,SBECSYS,BSE_KAGGLE,SBEC SYSTEMS (INDIA) LTD..BO
INCAP LTD.,INCAP,BSE_KAGGLE,INCAP LTD..BO
GUJARAT INTRUX LTD.-$,GUJINTRX,BSE_KAGGLE,GUJARAT INTRUX LTD.-$.BO
IGARASHI MOTORS INDIA LTD.,IGARASHI,BSE_KAGGLE,IGARASHI MOTORS INDIA LTD..BO
Symphony Limited,SYMPHONY,BSE_KAGGLE,Symphony Limited.BO
VINTRON INFORMATICS LTD.,VINTRON,BSE_KAGGLE,VINTRON INFORMATICS LTD..BO
PAN ELECTRONICS INDIA LTD.,PANELEC,BSE_KAGGLE,PAN ELECTRONICS INDIA LTD..BO
VXL INSTRUMENTS LTD.,VXLINSTR,BSE_KAGGLE,VXL INSTRUMENTS LTD..BO
SHYAM TELECOM LTD.,SHYAMTEL,BSE_KAGGLE,SHYAM TELECOM LTD..BO
LEE & NEE SOFTWARES (EXPORTS) LTD.,LEENEE,BSE_KAGGLE,LEE & NEE SOFTWARES (EXPORTS) LTD..BO
PATELS AIRTEMP (INDIA) LTD.,PATELSAI,BSE_KAGGLE,PATELS AIRTEMP (INDIA) LTD..BO
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,BSE_KAGGLE,Butterfly Gandhimathi Appliances Ltd.BO
INTEGRA SWITCHGEAR LTD.,INTEGSW,BSE_KAGGLE,INTEGRA SWITCHGEAR LTD..BO
Athena Global Technologies Ltd-$,ATHENAGLO,BSE_KAGGLE,Athena Global Technologies Ltd-$.BO
NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,NARMP,BSE_KAGGLE,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD..BO
DUTRON POLYMERS LTD.-$,DUTRON,BSE_KAGGLE,DUTRON POLYMERS LTD.-$.BO
R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,BSE_KAGGLE,R.S.SOFTWARE INDIA LTD..BO
MAGNA ELECTRO CASTINGS LTD.-$,MAGNAELQ,BSE_KAGGLE,MAGNA ELECTRO CASTINGS LTD.-$.BO
MARSONS LIMITED,MARSONS,BSE_KAGGLE,MARSONS LIMITED.BO
ELNET TECHNOLOGIES LTD.-$,ELNET,BSE_KAGGLE,ELNET TECHNOLOGIES LTD.-$.BO
Accel Ltd,ACCEL,BSE_KAGGLE,Accel Ltd.BO
WEBSOL ENERGY SYSTEM LTD.,WEBELSOLAR,BSE_KAGGLE,WEBSOL ENERGY SYSTEM LTD..BO
ROTO PUMPS LTD.,ROTO,BSE_KAGGLE,ROTO PUMPS LTD..BO
TTK PRESTIGE LTD.,TTKPRESTIG,BSE_KAGGLE,TTK PRESTIGE LTD..BO
D&H India Ltd-$,DHINDIA,BSE_KAGGLE,D&H India Ltd-$.BO
RAJRATAN GLOBAL WIRE LTD.,RAJGLOWIR,BSE_KAGGLE,RAJRATAN GLOBAL WIRE LTD..BO
Surana Telecom And Power Limited,SURANAT&P,BSE_KAGGLE,Surana Telecom And Power Limited.BO
ONWARD TECHNOLOGIES LTD.,ONWARDTEC,BSE_KAGGLE,ONWARD TECHNOLOGIES LTD..BO
CENTUM ELECTRONICS LTD.,CENTUM,BSE_KAGGLE,CENTUM ELECTRONICS LTD..BO
