SYMBOL,COMPANY_NAME,EXCHANGE,YF_TICKER
SASKEN,SASKEN TECHNOLOGIES LIMITED,NSE,SASKEN.NS
SASTASUNDR,SASTASUNDAR VENTURES LIMITED,NSE,SASTASUNDR.NS
SATIA,SATIA INDUSTRIES LIMITED,NSE,SATIA.NS
SATIN,SATIN CREDITCARE NETWORK LIMITED,NSE,SATIN.NS
SAURASHCEM,SAURASHTRA CEMENT LIMITED,NSE,SAURASHCEM.NS
SAVY,SAVY INFRA AND LOGISTICS LIMITED,NSE,SAVY.NS
SAWALIYA,SAWALIYA FOOD PRODUCTS LIMITED,NSE,SAWALIYA.NS
SBC,SBC EXPORTS LIMITED,NSE,SBC.NS
SBCL,SHIVALIK BIMETAL CONTROLS LIMITED,NSE,SBCL.NS
SBFC,SBFC FINANCE LIMITED,NSE,SBFC.NS
SBIBPB,SBI MUTUAL FUND - SBI BSE PSU BANK ETF,NSE,SBIBPB.NS
SBIETFCON,SBI MUTUAL FUND - SBI ETF CONSUMPTION,NSE,SBIETFCON.NS
SBIETFIT,SBI MUTUAL FUND-SBI ETF IT,NSE,SBIETFIT.NS
SBIETFPB,SBI MUTUAL FUND - SBI ETF PRIVATE BANK - SBI ETF PRIVATE BANK,NSE,SBIETFPB.NS
SBIETFQLTY,SBI MUTUAL FUND - SBI - ETF QUALITY - SBI-ETF QUALITY,NSE,SBIETFQLTY.NS
SBILIQETF,SBI MUTUAL FUND - SBI NIFTY 1D RATE LIQUID ETF - GROWTH,NSE,SBILIQETF.NS
SBINEQWETF,SBI MUTUAL FUND - SBI NIFTY50 EQUAL WEIGHT ETF,NSE,SBINEQWETF.NS
SBISILVER,SBI MUTUAL FUND - SBI SILVER ETF,NSE,SBISILVER.NS
SCHAEFFLER,SCHAEFFLER INDIA LIMITED,NSE,SCHAEFFLER.NS
SCHAND,S CHAND AND COMPANY LIMITED,NSE,SCHAND.NS
SCI,SHIPPING CORPORATION OF INDIA LIMITED,NSE,SCI.NS
SCILAL,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,NSE,SCILAL.NS
SCML,SHARP CHUCKS AND MACHINES LIMITED,NSE,SCML.NS
SCODATUBES,SCODA TUBES LIMITED,NSE,SCODATUBES.NS
SCPL,SHEETAL COOL PRODUCTS LIMITED,NSE,SCPL.NS
SDBL,SOM DISTILLERIES & BREWERIES LIMITED,NSE,SDBL.NS
SDL26BEES,NIPPON INDIA ETF NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT,NSE,SDL26BEES.NS
SDREAMS,S D RETAIL LIMITED,NSE,SDREAMS.NS
SEAMECLTD,SEAMEC LIMITED,NSE,SEAMECLTD.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,NSE,SECURKLOUD.NS
SEITINVIT,SUSTAINABLE ENERGY INFRA TRUST,NSE,SEITINVIT.NS
SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED,NSE,SELAN.NS
SELECTIPO,MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE SELECT IPO ETF,NSE,SELECTIPO.NS
SELLOWRAP,SELLOWRAP INDUSTRIES LIMITED,NSE,SELLOWRAP.NS
SENORES,SENORES PHARMACEUTICALS LIMITED,NSE,SENORES.NS
SENSEXADD,DSP BSE SENSEX ETF,NSE,SENSEXADD.NS
SENSEXETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P BSE SENSEX ETF,NSE,SENSEXETF.NS
SENSEXIETF,ICICI PRUDENTIAL BSE SENSEX ETF,NSE,SENSEXIETF.NS
SEPC,SEPC LIMITED,NSE,SEPC.NS
SEPCPP,SEPC LIMITED,NSE,SEPCPP.NS
SEQUENT,SEQUENT SCIENTIFIC LIMITED,NSE,SEQUENT.NS
SERVICE,SERVICE CARE LIMITED,NSE,SERVICE.NS
SERVOTECH,SERVOTECH RENEWABLE POWER SYSTEM LIMITED,NSE,SERVOTECH.NS
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,NSE,SESHAPAPER.NS
SETF10GILT,SBI MUTUAL FUND - SBI-ETF 10 YEAR GILT,NSE,SETF10GILT.NS
SETFGOLD,SBI-ETF GOLD,NSE,SETFGOLD.NS
SETFNIF50,SBI-ETF NIFTY 50,NSE,SETFNIF50.NS
SETFNIFBK,SBI-ETF NIFTY BANK,NSE,SETFNIFBK.NS
SETFNN50,SBI-ETF NIFTY NEXT 50,NSE,SETFNN50.NS
SFL,SHEELA FOAM LIMITED,NSE,SFL.NS
SFML,SUPREME FACILITY MANAGEMENT LIMITED,NSE,SFML.NS
SGFIN,SG FINSERVE LIMITED,NSE,SGFIN.NS
SGIL,SYNERGY GREEN INDUSTRIES LIMITED,NSE,SGIL.NS
SGMART,SG MART LIMITED,NSE,SGMART.NS
SHAILY,SHAILY ENGINEERING PLASTICS LIMITED,NSE,SHAILY.NS
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,NSE,SHAKTIPUMP.NS
SHALBY,SHALBY LIMITED,NSE,SHALBY.NS
SHALPAINTS,SHALIMAR PAINTS LIMITED,NSE,SHALPAINTS.NS
SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED,NSE,SHANKARA.NS
SHANTHALA,SHANTHALA FMCG PRODUCTS LIMITED,NSE,SHANTHALA.NS
SHANTIGEAR,SHANTHI GEARS LIMITED,NSE,SHANTIGEAR.NS
SHANTIGOLD,SHANTI GOLD INTERNATIONAL LIMITED,NSE,SHANTIGOLD.NS
SHARDACROP,SHARDA CROPCHEM LIMITED,NSE,SHARDACROP.NS
SHARDAMOTR,SHARDA MOTOR INDUSTRIES LIMITED,NSE,SHARDAMOTR.NS
SHAREINDIA,SHARE INDIA SECURITIES LIMITED,NSE,SHAREINDIA.NS
SHARIABEES,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,NSE,SHARIABEES.NS
SHEETAL,SHEETAL UNIVERSAL LIMITED,NSE,SHEETAL.NS
SHERA,SHERA ENERGY LIMITED,NSE,SHERA.NS
SHIGAN,SHIGAN QUANTUM TECHNOLOGIES LIMITED,NSE,SHIGAN.NS
SHIVALIK,SHIVALIK RASAYAN LIMITED,NSE,SHIVALIK.NS
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED,NSE,SHIVAMAUTO.NS
SHIVAMILLS,SHIVA MILLS LIMITED,NSE,SHIVAMILLS.NS
SHIVASHRIT,SHIVASHRIT FOODS LIMITED,NSE,SHIVASHRIT.NS
SHIVATEX,SHIVA TEXYARN LIMITED,NSE,SHIVATEX.NS
SHK,S H KELKAR AND COMPANY LIMITED,NSE,SHK.NS
SHKSIL,SHRI HARE-KRISHNA SPONGE IRON LIMITED,NSE,SHKSIL.NS
SHOPERSTOP,SHOPPERS STOP LIMITED,NSE,SHOPERSTOP.NS
SHRADHA,SHRADHA INFRAPROJECTS LIMITED,NSE,SHRADHA.NS
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD,NSE,SHREDIGCEM.NS
SHREEKARNI,SHREE KARNI FABCOM LIMITED,NSE,SHREEKARNI.NS
SHREEOSFM,SHREE OSFM E-MOBILITY LIMITED,NSE,SHREEOSFM.NS
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,NSE,SHREEPUSHK.NS
SHREMINVIT,SHREM INVIT,NSE,SHREMINVIT.NS
SHRIAHIMSA,SHRI AHIMSA NATURALS LIMITED,NSE,SHRIAHIMSA.NS
SHRIPISTON,SHRIRAM PISTONS & RINGS LIMITED,NSE,SHRIPISTON.NS
SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED,NSE,SHRIRAMPPS.NS
SHRITECH,SHRI TECHTEX LIMITED,NSE,SHRITECH.NS
SHUBHSHREE,SHUBHSHREE BIOFUELS ENERGY LIMITED,NSE,SHUBHSHREE.NS
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,NSE,SHYAMCENT.NS
SHYAMMETL,SHYAM METALICS AND ENERGY LIMITED,NSE,SHYAMMETL.NS
SIGACHI,SIGACHI INDUSTRIES LIMITED,NSE,SIGACHI.NS
SIGMA,SIGMA SOLVE LIMITED,NSE,SIGMA.NS
SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITED,NSE,SIGNATURE.NS
SIGNPOST,SIGNPOST INDIA LIMITED,NSE,SIGNPOST.NS
SIKKO,SIKKO INDUSTRIES LIMITED,NSE,SIKKO.NS
SIL,STANDARD INDUSTRIES LIMITED,NSE,SIL.NS
SILINV,SIL INVESTMENTS LIMITED,NSE,SILINV.NS
SILKY,SILKY OVERSEAS LIMITED,NSE,SILKY.NS
SILLYMONKS,SILLY MONKS ENTERTAINMENT LIMITED,NSE,SILLYMONKS.NS
SILVER,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE SILVER ETF,NSE,SILVER.NS
SILVER1,KOTAK MAHINDRA MUTUAL FUND - KOTAK SILVER ETF,NSE,SILVER1.NS
SILVER360,360 ONE MUTUAL FUND - 360 ONE SILVER ETF,NSE,SILVER360.NS
SILVERADD,DSP  MUTUAL FUND - DSP SILVER ETF,NSE,SILVERADD.NS
SILVERAG,MIRAE ASSET MUTUAL FUND - MIRAE ASSET SILVER ETF,NSE,SILVERAG.NS
SILVERBEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA SILVER ETF,NSE,SILVERBEES.NS
SILVERCASE,ZERODHA FUND HOUSE - ZERODHA SILVER ETF,NSE,SILVERCASE.NS
SILVERETF,UTI MUTUAL FUND - UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF),NSE,SILVERETF.NS
SILVERIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL SILVER ETF,NSE,SILVERIETF.NS
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,NSE,SILVERTUC.NS
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED,NSE,SIMPLEXINF.NS
SINCLAIR,SINCLAIRS HOTELS LIMITED,NSE,SINCLAIR.NS
SINDHUTRAD,SINDHU TRADE LINKS LIMITED,NSE,SINDHUTRAD.NS
SINTERCOM,SINTERCOM INDIA LIMITED,NSE,SINTERCOM.NS
SIRCA,SIRCA PAINTS INDIA LIMITED,NSE,SIRCA.NS
SIS,SIS LIMITED,NSE,SIS.NS
SIYSIL,SIYARAM SILK MILLS LIMITED,NSE,SIYSIL.NS
SJLOGISTIC,S J LOGISTICS (INDIA) LIMITED,NSE,SJLOGISTIC.NS
SJS,S.J.S. ENTERPRISES LIMITED,NSE,SJS.NS
SJVN,SJVN LIMITED,NSE,SJVN.NS
SKFINDIA,SKF INDIA LIMITED,NSE,SKFINDIA.NS
SKIPPER,SKIPPER LIMITED,NSE,SKIPPER.NS
SKP,SKP BEARING INDUSTRIES LIMITED,NSE,SKP.NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,SKYGOLD.NS
SMALLCAP,MIRAE ASSET MF-MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,NSE,SMALLCAP.NS
SMARTEN,SMARTEN POWER SYSTEMS LIMITED,NSE,SMARTEN.NS
SMARTLINK,SMARTLINK HOLDINGS LIMITED,NSE,SMARTLINK.NS
SMARTWORKS,SMARTWORKS COWORKING SPACES LIMITED,NSE,SMARTWORKS.NS
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED,NSE,SMCGLOBAL.NS
SML100CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY SMALLCAP 100 ETF,NSE,SML100CASE.NS
SMLT,SARTHAK METALS LIMITED,NSE,SMLT.NS
SMSLIFE,SMS LIFESCIENCES INDIA LIMITED,NSE,SMSLIFE.NS
SMSPHARMA,SMS PHARMACEUTICALS LIMITED,NSE,SMSPHARMA.NS
SNOWMAN,SNOWMAN LOGISTICS LIMITED,NSE,SNOWMAN.NS
SNXT30BEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA BSE SENSEX NEXT 30 ETF,NSE,SNXT30BEES.NS
SOBHA,SOBHA LIMITED,NSE,SOBHA.NS
SOFTTECH,SOFTTECH ENGINEERS LIMITED,NSE,SOFTTECH.NS
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,NSE,SOLARA.NS
SOLARAPP1,SOLARA ACTIVE PHARMA SCIENCES LIMITED,NSE,SOLARAPP1.NS
SOMANYCERA,SOMANY CERAMICS LIMITED,NSE,SOMANYCERA.NS
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,NSE,SOMICONVEY.NS
SONAMAC,SONA MACHINERY LIMITED,NSE,SONAMAC.NS
SONAMLTD,SONAM LIMITED,NSE,SONAMLTD.NS
SONATSOFTW,SONATA SOFTWARE LIMITED,NSE,SONATSOFTW.NS
SOTL,SAVITA OIL TECHNOLOGIES LIMITED,NSE,SOTL.NS
SOUTHBANK,THE SOUTH INDIAN BANK LIMITED,NSE,SOUTHBANK.NS
SPAL,S. P. APPARELS LIMITED,NSE,SPAL.NS
SPANDANA,SPANDANA SPHOORTY FINANCIAL LIMITED,NSE,SPANDANA.NS
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,NSE,SPARC.NS
SPECIALITY,SPECIALITY RESTAURANTS LIMITED,NSE,SPECIALITY.NS
SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,NSE,SPECTRUM.NS
SPENCERS,SPENCER'S RETAIL LIMITED,NSE,SPENCERS.NS
SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,NSE,SPIC.NS
SPLIL,SPL INDUSTRIES LIMITED,NSE,SPLIL.NS
SPLPETRO,SUPREME PETROCHEM LIMITED,NSE,SPLPETRO.NS
SPMLINFRA,SPML INFRA LIMITED,NSE,SPMLINFRA.NS
SPORTKING,SPORTKING INDIA LIMITED,NSE,SPORTKING.NS
SPUNWEB,SPUNWEB NONWOVEN LIMITED,NSE,SPUNWEB.NS
SREEL,SREELEATHERS LIMITED,NSE,SREEL.NS
SRGHFL,SRG HOUSING FINANCE LIMITED,NSE,SRGHFL.NS
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,NSE,SRHHYPOLTD.NS
SRIVASAVI,SRIVASAVI ADHESIVE TAPES LIMITED,NSE,SRIVASAVI.NS
SRM,SRM CONTRACTORS LIMITED,NSE,SRM.NS
SSDL,SARASWATI SAREE DEPOT LIMITED,NSE,SSDL.NS
SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,NSE,SSEGL.NS
SSFL,SRIVARI SPICES AND FOODS LIMITED,NSE,SSFL.NS
SSFLPP,SPANDANA SPHOORTY FINANCIAL LIMITED,NSE,SSFLPP.NS
SSWL,STEEL STRIPS WHEELS LIMITED,NSE,SSWL.NS
STANLEY,STANLEY LIFESTYLES LIMITED,NSE,STANLEY.NS
STAR,STRIDES PHARMA SCIENCE LIMITED,NSE,STAR.NS
STARCEMENT,STAR CEMENT LIMITED,NSE,STARCEMENT.NS
STARHEALTH,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,NSE,STARHEALTH.NS
STARPAPER,STAR PAPER MILLS LIMITED,NSE,STARPAPER.NS
STARTECK,STARTECK FINANCE LIMITED,NSE,STARTECK.NS
STEELCAS,STEELCAST LIMITED,NSE,STEELCAS.NS
STEELCITY,STEEL CITY SECURITIES LIMITED,NSE,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE,STEELXIND.NS
STERTOOLS,STERLING TOOLS LIMITED,NSE,STERTOOLS.NS
STOVEKRAFT,STOVE KRAFT LIMITED,NSE,STOVEKRAFT.NS
STYLAMIND,STYLAM INDUSTRIES LIMITED,NSE,STYLAMIND.NS
STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED,NSE,STYLEBAAZA.NS
STYRENIX,STYRENIX PERFORMANCE MATERIALS LIMITED,NSE,STYRENIX.NS
SUBROS,SUBROS LIMITED,NSE,SUBROS.NS
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LIMITED,NSE,SUDARSCHEM.NS
SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED,NSE,SUKHJITS.NS
SULA,SULA VINEYARDS LIMITED,NSE,SULA.NS
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED,NSE,SUMICHEM.NS
SUMIT,SUMIT WOODS LIMITED,NSE,SUMIT.NS
SUMMITSEC,SUMMIT SECURITIES LIMITED,NSE,SUMMITSEC.NS
SUNCLAY,SUNDARAM CLAYTON LIMITED,NSE,SUNCLAY.NS
SUNDARAM,SUNDARAM MULTI PAP LIMITED,NSE,SUNDARAM.NS
SUNDARMFIN,SUNDARAM FINANCE LIMITED,NSE,SUNDARMFIN.NS
SUNDARMHLD,SUNDARAM FINANCE HOLDINGS LIMITED,NSE,SUNDARMHLD.NS
SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED,NSE,SUNDRMBRAK.NS
SUNDRMFAST,SUNDRAM FASTENERS LIMITED,NSE,SUNDRMFAST.NS
SUNDROP,SUNDROP BRANDS LIMITED,NSE,SUNDROP.NS
SUNFLAG,SUNFLAG IRON AND STEEL COMPANY LIMITED,NSE,SUNFLAG.NS
SUNLITE,SUNLITE RECYCLING INDUSTRIES LIMITED,NSE,SUNLITE.NS
SUNREST,SUNREST LIFESCIENCE LIMITED,NSE,SUNREST.NS
SUNTECH,SUNTECH INFRA SOLUTIONS LIMITED,NSE,SUNTECH.NS
SUNTECK,SUNTECK REALTY LIMITED,NSE,SUNTECK.NS
SUNTV,SUN TV NETWORK LIMITED,NSE,SUNTV.NS
SUPERHOUSE,SUPERHOUSE LIMITED,NSE,SUPERHOUSE.NS
SUPERSPIN,SUPER SPINNING MILLS LIMITED,NSE,SUPERSPIN.NS
SUPRAJIT,SUPRAJIT ENGINEERING LIMITED,NSE,SUPRAJIT.NS
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LIMITED,NSE,SUPREME.NS
SUPRIYA,SUPRIYA LIFESCIENCE LIMITED,NSE,SUPRIYA.NS
SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED,NSE,SURAJEST.NS
SURAJLTD,SURAJ LIMITED,NSE,SURAJLTD.NS
SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED,NSE,SURAKSHA.NS
SURANASOL,SURANA SOLAR LIMITED,NSE,SURANASOL.NS
SURANI,SURANI STEEL TUBES LIMITED,NSE,SURANI.NS
SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED,NSE,SURYALAXMI.NS
SURYAROSNI,SURYA ROSHNI LIMITED,NSE,SURYAROSNI.NS
SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED,NSE,SURYODAY.NS
SUTLEJTEX,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,NSE,SUTLEJTEX.NS
SUYOG,SUYOG TELEMATICS LIMITED,NSE,SUYOG.NS
SWANCORP,SWAN CORP LIMITED,NSE,SWANCORP.NS
SWARAJ,SWARAJ SUITING LIMITED,NSE,SWARAJ.NS
SWARAJENG,SWARAJ ENGINES LIMITED,NSE,SWARAJENG.NS
SWASTIK,SWASTIK PIPE LIMITED,NSE,SWASTIK.NS
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,NSE,SWELECTES.NS
SWIGGY,SWIGGY LIMITED,NSE,SWIGGY.NS
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED,NSE,SWSOLAR.NS
SYLVANPLY,SYLVAN PLYBOARD (INDIA) LIMITED,NSE,SYLVANPLY.NS
SYMPHONY,SYMPHONY LIMITED,NSE,SYMPHONY.NS
SYRMA,SYRMA SGS TECHNOLOGY LIMITED,NSE,SYRMA.NS
SYSTANGO,SYSTANGO TECHNOLOGIES LIMITED,NSE,SYSTANGO.NS
TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,NSE,TAINWALCHM.NS
TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED,NSE,TAJGVK.NS
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED,NSE,TALBROAUTO.NS
TANLA,TANLA PLATFORMS LIMITED,NSE,TANLA.NS
TARACHAND,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED,NSE,TARACHAND.NS
TARC,TARC LIMITED,NSE,TARC.NS
TARIL,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,NSE,TARIL.NS
TARMAT,TARMAT LIMITED,NSE,TARMAT.NS
TARSONS,TARSONS PRODUCTS LIMITED,NSE,TARSONS.NS
TASTYBITE,TASTY BITE EATABLES LIMITED,NSE,TASTYBITE.NS
TATACOMM,TATA COMMUNICATIONS LIMITED,NSE,TATACOMM.NS
TATAGOLD,TATA MUTUAL FUND TATA GOLD EXCHANGE TRADED FUND,NSE,TATAGOLD.NS
TATAINVEST,TATA INVESTMENT CORPORATION LIMITED,NSE,TATAINVEST.NS
TATSILV,TATA MUTUAL FUND TATA SILVER EXCHANGE TRADED FUND,NSE,TATSILV.NS
TATVA,TATVA CHINTAN PHARMA CHEM LIMITED,NSE,TATVA.NS
TBOTEK,TBO TEK LIMITED,NSE,TBOTEK.NS
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,NSE,TBZ.NS
TCI,TRANSPORT CORPORATION OF INDIA LIMITED,NSE,TCI.NS
TCIEXP,TCI EXPRESS LIMITED,NSE,TCIEXP.NS
TCL,THAAI CASTING LIMITED,NSE,TCL.NS
TCPLPACK,TCPL PACKAGING LIMITED,NSE,TCPLPACK.NS
TDPOWERSYS,TD POWER SYSTEMS LIMITED,NSE,TDPOWERSYS.NS
TEAMLEASE,TEAMLEASE SERVICES LIMITED,NSE,TEAMLEASE.NS
TECH,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY IT ETF,NSE,TECH.NS
TECHNOE,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,NSE,TECHNOE.NS
TEGA,TEGA INDUSTRIES LIMITED,NSE,TEGA.NS
TEJASNET,TEJAS NETWORKS LIMITED,NSE,TEJASNET.NS
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,NSE,TEXINFRA.NS
TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED,NSE,TEXMOPIPES.NS
TEXRAIL,TEXMACO RAIL & ENGINEERING LIMITED,NSE,TEXRAIL.NS
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED,NSE,TFCILTD.NS
TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED,NSE,TGBHOTELS.NS
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED,NSE,THANGAMAYL.NS
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED,NSE,THEINVEST.NS
THEJO,THEJO ENGINEERING LIMITED,NSE,THEJO.NS
THEMISMED,THEMIS MEDICARE LIMITED,NSE,THEMISMED.NS
THERMAX,THERMAX LIMITED,NSE,THERMAX.NS
THOMASCOOK,THOMAS COOK  (INDIA)  LIMITED,NSE,THOMASCOOK.NS
THYROCARE,THYROCARE TECHNOLOGIES LIMITED,NSE,THYROCARE.NS
TI,TILAKNAGAR INDUSTRIES LIMITED,NSE,TI.NS
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED,NSE,TIIL.NS
TIMETECHNO,TIME TECHNOPLAST LIMITED,NSE,TIMETECHNO.NS
TIMKEN,TIMKEN INDIA LIMITED,NSE,TIMKEN.NS
TINNARUBR,TINNA RUBBER AND INFRASTRUCTURE LIMITED,NSE,TINNARUBR.NS
TIPSFILMS,TIPS FILMS LIMITED,NSE,TIPSFILMS.NS
TIPSMUSIC,TIPS MUSIC LIMITED,NSE,TIPSMUSIC.NS
TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED,NSE,TIRUMALCHM.NS
TMB,TAMILNAD MERCANTILE BANK LIMITED,NSE,TMB.NS
TNIDETF,TATA MUTUAL FUND - TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND,NSE,TNIDETF.NS
TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED,NSE,TNPL.NS
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LIMITED,NSE,TOKYOPLAST.NS
TOLINS,TOLINS TYRES LIMITED,NSE,TOLINS.NS
TOP100CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY 100 ETF,NSE,TOP100CASE.NS
TOP10ADD,DSP MUTUAL FUND - DSP NIFTY TOP 10 EQUAL WEIGHT ETF,NSE,TOP10ADD.NS
TOP15IETF,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF,NSE,TOP15IETF.NS
TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED,NSE,TOTAL.NS
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED,NSE,TOUCHWOOD.NS
TPLPLASTEH,TPL PLASTECH LIMITED,NSE,TPLPLASTEH.NS
TRACXN,TRACXN TECHNOLOGIES LIMITED,NSE,TRACXN.NS
TRANSRAILL,TRANSRAIL LIGHTING LIMITED,NSE,TRANSRAILL.NS
TRANSTEEL,TRANSTEEL SEATING TECHNOLOGIES LIMITED,NSE,TRANSTEEL.NS
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,NSE,TRANSWORLD.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,NSE,TREJHARA.NS
TREL,TRANSINDIA REAL ESTATE LIMITED,NSE,TREL.NS
TRF,TRF LIMITED,NSE,TRF.NS
TRIDENT,TRIDENT LIMITED,NSE,TRIDENT.NS
TRIDHYA,TRIDHYA TECH LIMITED,NSE,TRIDHYA.NS
TRIGYN,TRIGYN TECHNOLOGIES LIMITED,NSE,TRIGYN.NS
TRITURBINE,TRIVENI TURBINE LIMITED,NSE,TRITURBINE.NS
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LIMITED,NSE,TRIVENI.NS
TSC,TSC INDIA LIMITED,NSE,TSC.NS
TTKHLTCARE,TTK HEALTHCARE LIMITED,NSE,TTKHLTCARE.NS
TTKPRESTIG,TTK PRESTIGE LIMITED,NSE,TTKPRESTIG.NS
TUNWAL,TUNWAL E-MOTORS LIMITED,NSE,TUNWAL.NS
TVSELECT,TVS ELECTRONICS LIMITED,NSE,TVSELECT.NS
TVSHLTD,TVS HOLDINGS LIMITED,NSE,TVSHLTD.NS
TVSINVIT,TVS INFRASTRUCTURE TRUST,NSE,TVSINVIT.NS
TVSSCS,TVS SUPPLY CHAIN SOLUTIONS LIMITED,NSE,TVSSCS.NS
TVSSRICHAK,TVS SRICHAKRA LIMITED,NSE,TVSSRICHAK.NS
TVTODAY,TV TODAY NETWORK LIMITED,NSE,TVTODAY.NS
UBL,UNITED BREWERIES LIMITED,NSE,UBL.NS
UCAL,UCAL LIMITED,NSE,UCAL.NS
UCL,USHANTI COLOUR CHEM LIMITED,NSE,UCL.NS
UCOBANK,UCO BANK,NSE,UCOBANK.NS
UDS,UPDATER SERVICES LIMITED,NSE,UDS.NS
UFLEX,UFLEX LIMITED,NSE,UFLEX.NS
UFO,UFO MOVIEZ INDIA LIMITED,NSE,UFO.NS
UGARSUGAR,THE UGAR SUGAR WORKS LIMITED,NSE,UGARSUGAR.NS
UGROCAP,UGRO CAPITAL LIMITED,NSE,UGROCAP.NS
UHTL,UNITED HEAT TRANSFER LIMITED,NSE,UHTL.NS
UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIMITED,NSE,UJJIVANSFB.NS
UMA,UMA CONVERTER LIMITED,NSE,UMA.NS
UMIYA-MRO,UMIYA BUILDCON LIMITED,NSE,UMIYA-MRO.NS
UNICHEMLAB,UNICHEM LABORATORIES LIMITED,NSE,UNICHEMLAB.NS
